OCCUPATION,IF_OCCUPATION_HAZARDOUS,GENDER,AGE,STATE_OF_PROPOSAL
PROJECTMANAGER,Y,M,44,DRAFT
RECEPTIONIST,N,F,30,DRAFT
DRIVINGINSTRUCTOR,Y,M,37,DRAFT
MECHANIC,Y,M,44,DRAFT
ELECTRICIAN,Y,M,36,DRAFT
PHYSIOTHERAPY,N,M,53,DRAFT
STUDENT,N,F,30,DRAFT
MECHANIC,Y,M,34,DRAFT
BUSINESSMAN/WOMAN,N,M,36,DRAFT
BUSINESSMAN/WOMAN,N,M,47,DRAFT
ELECTRICIAN,Y,M,46,DRAFT
NURSING,N,F,30,DRAFT
TEACHER,N,M,37,DRAFT
SECURITYFORCE,Y,M,34,AUTHORIZED
SECURITYFORCE,Y,M,34,AUTHORIZED
NURSING,N,F,41,DRAFT
TRADER,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
SHIPREPAIROFFICER,Y,F,33,AUTHORIZED
PHYSIOTHERAPY,N,M,48,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
ARCHITECT,N,M,47,DRAFT
ENGINEER,Y,M,52,AUTHORIZED
PHYSIOTHERAPY,N,M,45,AUTHORIZED
SECURITYFORCE,Y,M,35,AUTHORIZED
PUBLICSERVANT,N,M,40,DRAFT
PHYSIOTHERAPY,N,F,37,DRAFT
PHYSIOTHERAPY,N,F,42,DRAFT
PHYSIOTHERAPY,N,M,25,DRAFT
PHYSIOTHERAPY,N,M,28,DRAFT
TEACHER,N,F,25,DRAFT
CARPENTER,Y,M,66,DRAFT
POLICE,Y,M,29,DRAFT
PHYSIOTHERAPY,N,M,27,AUTHORIZED
PHYSIOTHERAPY,N,F,34,DRAFT
DRIVINGINSTRUCTOR,Y,M,35,DRAFT
PHYSIOTHERAPY,N,M,41,DRAFT
STUDENT,N,F,36,DRAFT
SHOPPINGMALLATTENDANT,N,M,35,DRAFT
STUDENT,N,M,32,DRAFT
SELFEMPLOYED,N,M,32,DRAFT
ENGINEER,Y,M,40,DRAFT
BANKING,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
SECURITYFORCE,Y,M,56,DRAFT
PASTORING,N,M,35,DRAFT
TEACHER,N,M,38,DRAFT
SECURITYFORCE,Y,M,35,DRAFT
PHYSIOTHERAPY,N,F,45,DRAFT
DRIVINGINSTRUCTOR,Y,M,26,DRAFT
FACTORYWORKER,Y,M,29,DRAFT
LABTECHNICIAN,Y,M,39,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
SECURITYFORCE,Y,F,31,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
PHYSIOTHERAPY,N,F,36,DRAFT
PHYSIOTHERAPY,N,F,43,DRAFT
TRADER,N,F,54,DRAFT
FACTORYWORKER,Y,F,35,DRAFT
SECURITYFORCE,Y,F,32,DRAFT
FACTORYWORKER,Y,M,44,DRAFT
TEACHER,N,F,58,DRAFT
ACCOUNTANT,N,M,46,DRAFT
DRIVINGINSTRUCTOR,Y,M,32,AUTHORIZED
TEACHER,N,M,35,DRAFT
LABTECHNICIAN,Y,M,27,DRAFT
SECURITYFORCE,Y,M,49,DRAFT
TEACHER,N,M,41,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
TEACHER,N,M,34,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
PHYSIOTHERAPY,N,M,31,AUTHORIZED
TRADER,N,F,36,DRAFT
TEACHER,N,M,34,DRAFT
MECHANIC,Y,M,37,DRAFT
TEACHER,N,M,30,DRAFT
SELFEMPLOYED,N,M,30,AUTHORIZED
ELECTRICIAN,Y,M,40,AUTHORIZED
LABTECHNICIAN,Y,M,36,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,32,DRAFT
FASHIONDESIGNER,N,M,32,DRAFT
SALESREPRESENTATIVE,N,M,27,DRAFT
TEACHER,N,M,30,DRAFT
RECEPTIONIST,N,M,30,DRAFT
LABTECHNICIAN,Y,M,31,DRAFT
PHYSIOTHERAPY,N,M,44,DRAFT
POLICE,Y,M,34,DRAFT
REGISTRAR,N,M,40,DRAFT
TEACHER,N,M,41,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
ELECTRICIAN,Y,M,35,DRAFT
CARPENTER,Y,M,42,DRAFT
DRIVINGINSTRUCTOR,Y,M,41,DRAFT
SELFEMPLOYED,N,M,34,DRAFT
DRIVINGINSTRUCTOR,Y,M,35,AUTHORIZED
SECURITYFORCE,Y,M,27,DRAFT
SALESREPRESENTATIVE,N,F,36,DRAFT
STUDENT,N,F,28,DRAFT
DRIVINGINSTRUCTOR,Y,M,37,DRAFT
MARKETINGPERSONEL,N,M,35,DRAFT
SEAMSTRESS/TAILORING,N,M,42,DRAFT
PHYSIOTHERAPY,N,M,28,AUTHORIZED
PHYSIOTHERAPY,N,M,34,DRAFT
STUDENT,N,M,27,DRAFT
TRADER,N,M,35,DRAFT
NURSING,N,F,33,DRAFT
DRIVINGINSTRUCTOR,Y,M,35,DRAFT
PHYSIOTHERAPY,N,F,29,DRAFT
PHYSIOTHERAPY,N,M,36,AUTHORIZED
PHYSIOTHERAPY,N,M,28,DRAFT
LABOURER,Y,M,37,DRAFT
SECURITYFORCE,Y,M,40,DRAFT
PHYSIOTHERAPY,N,M,27,DRAFT
TEACHER,N,F,37,DRAFT
BUSINESSMAN/WOMAN,N,F,37,DRAFT
SECURITYFORCE,Y,M,59,DRAFT
AGRICULTURIST,Y,M,50,DRAFT
PASTORING,N,M,48,DRAFT
LABTECHNICIAN,Y,M,36,DRAFT
ENGINEER,Y,M,36,DRAFT
TEACHER,N,F,61,DRAFT
SALESREPRESENTATIVE,N,F,28,DRAFT
SEAMSTRESS/TAILORING,N,F,29,DRAFT
TRADER,N,M,42,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,33,AUTHORIZED
TEACHER,N,M,31,AUTHORIZED
BUSINESSMAN/WOMAN,N,M,33,DRAFT
TEACHER,N,M,40,DRAFT
LABTECHNICIAN,Y,M,28,DRAFT
DRIVINGINSTRUCTOR,Y,M,34,DRAFT
INTERIORDECORATOR,N,F,34,DRAFT
MARKETINGPERSONEL,N,M,33,DRAFT
STUDENT,N,M,31,DRAFT
SECURITYFORCE,Y,M,36,DRAFT
TEACHER,N,M,34,DRAFT
TRADER,N,F,33,DRAFT
SALESREPRESENTATIVE,N,M,34,DRAFT
BUILDINGCONTRACTOR,Y,M,43,DRAFT
TEACHER,N,M,33,DRAFT
SALESREPRESENTATIVE,N,M,31,DRAFT
TRADER,N,F,44,DRAFT
NURSING,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
TEACHER,N,M,43,DRAFT
TEACHER,N,M,30,DRAFT
DRIVINGINSTRUCTOR,Y,M,40,DRAFT
DRIVINGINSTRUCTOR,Y,M,43,DRAFT
TRADER,N,M,40,DRAFT
ACCOUNTANT,N,M,32,DRAFT
TEACHER,N,M,37,DRAFT
CIVILSERVANT,N,F,30,CONVERTED
SECURITYFORCE,Y,M,39,AUTHORIZED
ADMINISTRATOR,N,M,27,AUTHORIZED
POLICE,Y,F,31,DRAFT
CLERK,N,F,32,DRAFT
PHYSIOTHERAPY,N,F,41,DRAFT
SECURITYFORCE,Y,M,35,DRAFT
NURSING,N,F,26,DRAFT
PHYSIOTHERAPY,N,M,66,DRAFT
SECRETARY,N,F,30,AUTHORIZED
PHYSIOTHERAPY,N,M,29,DRAFT
DRIVINGINSTRUCTOR,Y,M,45,DRAFT
NURSING,N,F,28,DRAFT
PHYSIOTHERAPY,N,M,26,DRAFT
NURSING,N,F,29,DRAFT
NURSING,N,F,31,DRAFT
SECURITYFORCE,Y,M,41,DRAFT
LABTECHNICIAN,Y,M,31,DRAFT
PHYSIOTHERAPY,N,F,33,AUTHORIZED
SECRETARY,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
CIVILSERVANT,N,M,30,DRAFT
CIVILSERVANT,N,M,39,AUTHORIZED
PHYSIOTHERAPY,N,M,33,DRAFT
MARKETINGPERSONEL,N,M,46,DRAFT
PHYSIOTHERAPY,N,M,62,DRAFT
PHYSIOTHERAPY,N,F,31,DRAFT
PHYSIOTHERAPY,N,F,44,DRAFT
PHYSIOTHERAPY,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
MEDIA&COMMUNICATION,N,F,37,DRAFT
PHYSIOTHERAPY,N,M,26,DRAFT
NURSING,N,F,28,DRAFT
TEACHER,N,M,31,DRAFT
FREIGHTFORWARDER,N,F,48,DRAFT
CATERER,Y,F,39,DRAFT
NURSING,N,F,53,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
ACCOUNTANT,N,M,36,DRAFT
STUDENT,N,F,35,DRAFT
NURSING,N,F,27,DRAFT
NURSING,N,F,32,DRAFT
NURSING,N,F,28,DRAFT
ENGINEER,Y,M,28,DRAFT
RECEPTIONIST,N,F,29,AUTHORIZED
BUSINESSMAN/WOMAN,N,M,47,DRAFT
NURSING,N,F,28,DRAFT
NURSING,N,F,26,DRAFT
BUSINESSMAN/WOMAN,N,F,45,DRAFT
PHYSIOTHERAPY,N,F,41,DRAFT
LECTURER,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
SALESREPRESENTATIVE,N,M,34,DRAFT
NURSING,N,M,29,DRAFT
SECURITYFORCE,Y,M,31,DRAFT
PHYSIOTHERAPY,N,F,27,DRAFT
SECURITYFORCE,Y,M,33,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
TEACHER,N,M,39,DRAFT
BUSINESSMAN/WOMAN,N,M,45,DRAFT
BUSINESSMAN/WOMAN,N,F,43,DRAFT
NURSING,N,F,32,DRAFT
PHYSIOTHERAPY,N,F,51,DRAFT
BUSINESSMAN/WOMAN,N,M,51,DRAFT
BANKING,N,M,32,DRAFT
CIVILSERVANT,N,F,39,DRAFT
STOREKEEPING,N,M,36,DRAFT
PHYSIOTHERAPY,N,F,30,DRAFT
DRIVINGINSTRUCTOR,Y,M,43,DRAFT
DRIVINGINSTRUCTOR,Y,M,34,DRAFT
CASHIER,N,F,37,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
CIVILSERVANT,N,M,37,DRAFT
CIVILSERVANT,N,M,64,DRAFT
SALESREPRESENTATIVE,N,M,34,DRAFT
BUSINESSMAN/WOMAN,N,M,30,DRAFT
TEACHER,N,M,32,DRAFT
DRIVINGINSTRUCTOR,Y,M,34,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
TEACHER,N,F,28,DRAFT
SELFEMPLOYED,N,F,40,DRAFT
SECURITYFORCE,Y,M,43,DRAFT
SECURITYFORCE,Y,M,27,DRAFT
BUSINESSMAN/WOMAN,N,F,34,DRAFT
BUILDINGCONTRACTOR,Y,M,52,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
SECURITYFORCE,Y,M,54,DRAFT
TEACHER,N,M,29,DRAFT
JOURNALIST,Y,M,33,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
BUSINESSMAN/WOMAN,N,F,35,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
PHYSIOTHERAPY,N,M,27,DRAFT
ACCOUNTSCLERK,N,M,32,DRAFT
SELFEMPLOYED,N,M,48,DRAFT
MANAGINGDIRECTOR,N,M,30,DRAFT
ACCOUNTANT,N,M,35,DRAFT
SELFEMPLOYED,N,M,55,DRAFT
DRIVINGINSTRUCTOR,Y,M,32,DRAFT
DRIVINGINSTRUCTOR,Y,M,55,DRAFT
SEAMSTRESS/TAILORING,N,F,36,DRAFT
SELFEMPLOYED,N,M,36,DRAFT
CIVILSERVANT,N,F,30,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
BUSINESSMAN/WOMAN,N,F,39,DRAFT
BUSINESSMAN/WOMAN,N,M,57,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
BUSINESSMAN/WOMAN,N,F,39,DRAFT
BUSINESSMAN/WOMAN,N,M,40,DRAFT
SHOPPINGMALLATTENDANT,N,M,27,DRAFT
TEACHER,N,M,45,DRAFT
TEACHER,N,F,35,DRAFT
BUSINESSMAN/WOMAN,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
BUSINESSMAN/WOMAN,N,M,66,DRAFT
SOLDIER,Y,M,53,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,38,DRAFT
PHYSIOTHERAPY,N,M,28,DRAFT
DRIVINGINSTRUCTOR,Y,M,42,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
SALESREPRESENTATIVE,N,F,37,DRAFT
TEACHER,N,M,30,DRAFT
TEACHER,N,F,36,DRAFT
TEACHER,N,F,38,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
BUSINESSMAN/WOMAN,N,F,40,DRAFT
SALESREPRESENTATIVE,N,F,34,DRAFT
TEACHER,N,M,45,DRAFT
MARKETINGPERSONEL,N,F,35,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
ACCOUNTSCLERK,N,M,37,DRAFT
ELECTRICIAN,Y,M,33,DRAFT
PHYSIOTHERAPY,N,M,46,DRAFT
NURSING,N,M,36,DRAFT
BUSINESSMAN/WOMAN,N,M,41,DRAFT
TEACHER,N,M,36,DRAFT
TEACHER,N,F,40,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
FINANCEEXECUTIVE,N,M,37,DRAFT
BANKING,N,M,53,DRAFT
TEACHER,N,M,31,DRAFT
SOCIALWORKER,N,F,32,DRAFT
POLICE,Y,M,31,DRAFT
ADMINISTRATOR,N,F,39,DRAFT
SECURITYFORCE,Y,M,38,DRAFT
SECURITYFORCE,Y,M,30,DRAFT
DRIVINGINSTRUCTOR,Y,M,44,DRAFT
DRIVINGINSTRUCTOR,Y,M,39,DRAFT
TEACHER,N,F,32,AUTHORIZED
BANKING,N,M,32,DRAFT
TEACHER,N,M,54,AUTHORIZED
TEACHER,N,M,30,DRAFT
STUDENT,N,M,27,DRAFT
CIVILSERVANT,N,F,26,DRAFT
BUSINESSMAN/WOMAN,N,M,28,DRAFT
NURSING,N,M,31,DRAFT
NURSING,N,M,34,DRAFT
SEAMSTRESS/TAILORING,N,F,36,DRAFT
TEACHER,N,F,56,DRAFT
TEACHER,N,F,65,DRAFT
BANKING,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,43,DRAFT
BANKING,N,F,30,DRAFT
SEAMSTRESS/TAILORING,N,F,39,DRAFT
LABOURER,Y,F,58,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
NURSING,N,F,33,DRAFT
BANKING,N,F,39,DRAFT
NURSING,N,M,32,DRAFT
PHYSIOTHERAPY,N,M,35,AUTHORIZED
TEACHER,N,F,40,DRAFT
CIVILSERVANT,N,M,62,DRAFT
BANKING,N,F,39,DRAFT
BANKING,N,F,37,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
SECURITYFORCE,Y,M,37,DRAFT
ENGINEER,Y,M,34,DRAFT
ACCOUNTANT,N,M,54,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
TEACHER,N,F,37,DRAFT
TRADER,N,F,39,DRAFT
NURSING,N,F,37,DRAFT
TRADER,N,M,37,DRAFT
HEALTHWORKER,N,F,36,DRAFT
BUSINESSMAN/WOMAN,N,M,44,DRAFT
FASHIONDESIGNER,N,F,40,AUTHORIZED
HEALTHWORKER,N,M,34,DRAFT
NURSING,N,F,40,AUTHORIZED
HEALTHWORKER,N,M,32,DRAFT
NURSING,N,F,30,DRAFT
CIVILSERVANT,N,F,32,DRAFT
TEACHER,N,F,34,DRAFT
TEACHER,N,F,37,DRAFT
TEACHER,N,F,36,DRAFT
TEACHER,N,M,34,DRAFT
BUSINESSMAN/WOMAN,N,F,33,DRAFT
TEACHER,N,F,35,DRAFT
NURSING,N,M,28,DRAFT
TEACHER,N,M,39,DRAFT
TEACHER,N,M,39,DRAFT
STUDENT,N,M,31,DRAFT
BANKING,N,F,33,DRAFT
CASHIER,N,F,34,DRAFT
SELFEMPLOYED,N,F,38,DRAFT
TEACHER,N,F,37,DRAFT
NURSING,N,M,34,DRAFT
FIREOFFICER,Y,M,35,DRAFT
FORESTRY,N,M,43,DRAFT
TEACHER,N,M,48,DRAFT
TEACHER,N,M,41,DRAFT
TEACHER,N,M,43,DRAFT
SALESREPRESENTATIVE,N,M,39,DRAFT
TRADER,N,F,72,DRAFT
TEACHER,N,F,33,DRAFT
NURSING,N,F,34,DRAFT
NURSING,N,F,38,DRAFT
HEALTHWORKER,N,M,38,DRAFT
TYPIST,N,F,47,DRAFT
SALESREPRESENTATIVE,N,F,33,DRAFT
PUBLICSERVANT,N,M,41,DRAFT
TEACHER,N,F,40,DRAFT
FIREOFFICER,Y,M,36,DRAFT
SELFEMPLOYED,N,M,35,DRAFT
SEAMSTRESS/TAILORING,N,F,50,DRAFT
STUDENT,N,M,33,DRAFT
PUBLICSERVANT,N,M,44,DRAFT
ENGINEER,Y,M,47,DRAFT
PHYSIOTHERAPY,N,M,43,DRAFT
NURSING,N,M,35,DRAFT
TEACHER,N,M,47,DRAFT
TEACHER,N,M,43,DRAFT
PHYSIOTHERAPY,N,M,44,DRAFT
ENGINEER,Y,M,43,DRAFT
SECURITYFORCE,Y,M,41,DRAFT
CARPENTER,Y,M,40,DRAFT
NURSING,N,F,64,DRAFT
NURSING,N,M,43,DRAFT
CLERK,N,F,46,DRAFT
TEACHER,N,M,50,DRAFT
SECRETARY,N,F,37,DRAFT
POLICE,Y,F,34,DRAFT
TEACHER,N,F,32,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
FIREOFFICER,Y,F,39,DRAFT
SECRETARY,N,M,28,DRAFT
SALESREPRESENTATIVE,N,F,26,DRAFT
TEACHER,N,M,32,AUTHORIZED
CIVILIAN,N,F,29,DRAFT
PASTORING,N,M,63,DRAFT
SECRETARY,N,F,38,DRAFT
TEACHER,N,M,33,DRAFT
TEACHER,N,M,37,DRAFT
BUSINESSMAN/WOMAN,N,M,31,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
PHYSIOTHERAPY,N,F,37,DRAFT
NURSING,N,F,35,DRAFT
TEACHER,N,M,34,DRAFT
TEACHER,N,M,31,DRAFT
BUSINESSMAN/WOMAN,N,M,52,DRAFT
ADMINISTRATOR,N,M,59,DRAFT
PASTORING,N,M,56,DRAFT
BANKING,N,M,33,DRAFT
NURSING,N,F,30,DRAFT
TEACHER,N,F,36,DRAFT
PHYSIOTHERAPY,N,M,68,DRAFT
TEACHER,N,M,31,DRAFT
STUDENT,N,F,30,DRAFT
ADMINISTRATOR,N,F,35,DRAFT
PHYSIOTHERAPY,N,M,37,AUTHORIZED
BANKING,N,M,35,AUTHORIZED
TEACHER,N,M,36,AUTHORIZED
NURSING,N,F,44,AUTHORIZED
SEAMSTRESS/TAILORING,N,F,37,DRAFT
NURSING,N,F,53,DRAFT
SHIPREPAIROFFICER,Y,M,31,DRAFT
NURSING,N,F,32,DRAFT
TEACHER,N,M,38,CONVERTED
TEACHER,N,M,40,AUTHORIZED
SELFEMPLOYED,N,F,54,AUTHORIZED
SELFEMPLOYED,N,F,29,DRAFT
POLICE,Y,M,38,AUTHORIZED
PUBLICSERVANT,N,M,40,AUTHORIZED
COOK,Y,F,39,DRAFT
NURSING,N,F,45,DRAFT
LABTECHNICIAN,Y,M,33,DRAFT
DRIVINGINSTRUCTOR,Y,M,29,DRAFT
NURSING,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
CIVILSERVANT,N,M,33,DRAFT
SECURITYFORCE,Y,F,29,DRAFT
REVENUEOFFICER,N,M,29,DRAFT
BUSINESSMAN/WOMAN,N,F,48,DRAFT
ADMINISTRATOR,N,M,59,DRAFT
TEACHER,N,M,32,DRAFT
TEACHER,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
NURSING,N,M,36,DRAFT
TEACHER,N,M,37,DRAFT
PHYSIOTHERAPY,N,M,68,DRAFT
COOK,Y,M,29,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
COOK,Y,F,46,DRAFT
DRIVINGINSTRUCTOR,Y,M,43,DRAFT
NURSING,N,F,41,DRAFT
TEACHER,N,F,47,DRAFT
SELFEMPLOYED,N,M,58,DRAFT
DRIVINGINSTRUCTOR,Y,M,40,DRAFT
TEACHER,N,F,47,DRAFT
BUSINESSMAN/WOMAN,N,F,53,DRAFT
ELECTRICIAN,Y,M,39,DRAFT
TEACHER,N,M,34,DRAFT
SEAMSTRESS/TAILORING,N,F,35,DRAFT
CATERER,Y,F,34,CONVERTED
TRADER,N,F,62,DRAFT
TEACHER,N,M,44,DRAFT
BUSINESSMAN/WOMAN,N,M,35,DRAFT
SALESREPRESENTATIVE,N,M,43,DRAFT
NURSING,N,F,34,DRAFT
DRIVINGINSTRUCTOR,Y,M,37,DRAFT
NURSING,N,M,34,DRAFT
NURSING,N,F,38,DRAFT
NURSING,N,F,32,DRAFT
STUDENT,N,M,39,DRAFT
NURSING,N,M,44,DRAFT
NURSING,N,M,27,DRAFT
SALESREPRESENTATIVE,N,M,34,DRAFT
CIVILENGINEERING,Y,M,35,DRAFT
TEACHER,N,M,67,DRAFT
TRADER,N,F,30,DRAFT
TEACHER,N,F,44,AUTHORIZED
BANKING,N,M,39,DRAFT
NURSING,N,F,30,DRAFT
REVENUEOFFICER,N,F,33,AUTHORIZED
TEACHER,N,M,36,AUTHORIZED
TEACHER,N,F,30,DRAFT
TEACHER,N,M,32,DRAFT
NURSING,N,M,32,DRAFT
PHYSIOTHERAPY,N,M,57,DRAFT
DRIVINGINSTRUCTOR,Y,M,45,DRAFT
TEACHER,N,F,29,DRAFT
BANKING,N,M,32,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
NURSING,N,M,33,DRAFT
DRIVINGINSTRUCTOR,Y,M,33,DRAFT
NURSING,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
NURSING,N,F,32,DRAFT
CASHIER,N,M,37,DRAFT
TEACHER,N,M,34,DRAFT
TRADER,N,F,44,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
NURSING,N,M,34,DRAFT
NURSING,N,M,30,DRAFT
TEACHER,N,M,38,DRAFT
FASHIONDESIGNER,N,M,41,DRAFT
NURSING,N,M,42,DRAFT
SELFEMPLOYED,N,M,35,DRAFT
SEAMSTRESS/TAILORING,N,F,37,DRAFT
NURSING,N,M,31,DRAFT
TEACHER,N,F,45,DRAFT
TEACHER,N,M,32,DRAFT
TEACHER,N,F,36,DRAFT
PHYSIOTHERAPY,N,M,59,AUTHORIZED
LABTECHNICIAN,Y,M,31,DRAFT
STOREKEEPING,N,M,46,DRAFT
RECORDSOFFICER,N,M,27,AUTHORIZED
PHYSIOTHERAPY,N,M,47,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
NURSING,N,F,34,DRAFT
PHYSIOTHERAPY,N,M,29,DRAFT
PHYSIOTHERAPY,N,M,41,DRAFT
PHYSIOTHERAPY,N,M,48,DRAFT
TEACHER,N,F,58,DRAFT
PHYSIOTHERAPY,N,F,39,DRAFT
NURSING,N,F,37,DRAFT
MARKETINGPERSONEL,N,M,34,DRAFT
ENGINEER,Y,M,35,DRAFT
BANKING,N,F,36,DRAFT
TEACHER,N,M,39,DRAFT
SECRETARY,N,F,26,DRAFT
PHYSIOTHERAPY,N,M,46,DRAFT
BUSINESSMAN/WOMAN,N,M,30,DRAFT
SELFEMPLOYED,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,54,DRAFT
SALESREPRESENTATIVE,N,M,34,DRAFT
DRIVINGINSTRUCTOR,Y,M,54,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
BROADCASTING                 ,N,M,52,DRAFT
TRADER,N,F,35,DRAFT
MASON,Y,M,47,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
DRIVINGINSTRUCTOR,Y,M,48,DRAFT
TEACHER,N,F,34,DRAFT
SECURITYFORCE,Y,M,69,DRAFT
CATERER,Y,F,28,DRAFT
CIVILENGINEERING,Y,M,35,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,30,DRAFT
MECHANIC,Y,M,31,DRAFT
TRADER,N,F,32,DRAFT
AGRICULTURIST,Y,M,50,DRAFT
MASON,Y,M,45,DRAFT
TEACHER,N,M,30,DRAFT
SALESREPRESENTATIVE,N,M,35,DRAFT
TRADER,N,F,55,DRAFT
BUSINESSMAN/WOMAN,N,M,39,DRAFT
SECURITYFORCE,Y,M,29,DRAFT
TRADER,N,F,27,DRAFT
SECURITYFORCE,Y,M,43,DRAFT
BANKING,N,F,36,DRAFT
ENGINEER,Y,M,41,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
SECURITYFORCE,Y,M,41,DRAFT
PHYSIOTHERAPY,N,M,41,DRAFT
CATERER,Y,F,45,DRAFT
TEACHER,N,F,39,DRAFT
MECHANIC,Y,M,44,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
ELECTRICIAN,Y,M,33,DRAFT
MASON,Y,M,42,DRAFT
CATERER,Y,F,36,DRAFT
SECURITYFORCE,Y,M,70,DRAFT
TEACHER,N,M,38,DRAFT
SECURITYFORCE,Y,M,45,DRAFT
NURSING,N,F,59,DRAFT
TEACHER,N,M,35,DRAFT
HEALTHWORKER,N,M,46,CONVERTED
BANKING,N,M,39,DRAFT
TEACHER,N,F,32,DRAFT
TEACHER,N,F,33,DRAFT
NURSING,N,F,54,DRAFT
FASHIONDESIGNER,N,F,34,DRAFT
TEACHER,N,M,42,DRAFT
NURSING,N,F,36,DRAFT
SALESREPRESENTATIVE,N,M,42,DRAFT
NURSING,N,F,34,DRAFT
TEACHER,N,M,41,DRAFT
ACCOUNTSCLERK,N,M,34,CONVERTED
ELECTRICIAN,Y,M,36,DRAFT
TEACHER,N,M,32,DRAFT
TEACHER,N,F,33,DRAFT
DRIVINGINSTRUCTOR,Y,M,41,DRAFT
TEACHER,N,F,30,DRAFT
ENGINEER,Y,M,34,DRAFT
FASHIONDESIGNER,N,F,45,DRAFT
NURSING,N,F,38,DRAFT
TEACHER,N,M,38,DRAFT
ACCOUNTANT,N,F,41,DRAFT
SHIPREPAIROFFICER,Y,F,28,DRAFT
TEACHER,N,F,30,DRAFT
TEACHER,N,F,42,DRAFT
DRIVINGINSTRUCTOR,Y,M,37,DRAFT
PHARMACIST,N,F,39,CONVERTED
SHIPREPAIROFFICER,Y,M,64,DRAFT
CLERK,N,F,32,DRAFT
LABTECHNICIAN,Y,F,37,DRAFT
BANKING,N,F,41,DRAFT
TEACHER,N,M,35,DRAFT
TEACHER,N,M,40,DRAFT
BUSINESSMAN/WOMAN,N,M,33,DRAFT
TEACHER,N,M,37,DRAFT
NURSING,N,F,31,DRAFT
SHIPREPAIROFFICER,Y,M,47,DRAFT
TEACHER,N,F,29,AUTHORIZED
PHYSIOTHERAPY,N,M,33,DRAFT
PHYSIOTHERAPY,N,F,51,DRAFT
POLICE,Y,M,27,DRAFT
SECURITYFORCE,Y,M,50,AUTHORIZED
TEACHER,N,F,31,DRAFT
TEACHER,N,F,26,AUTHORIZED
PHYSIOTHERAPY,N,M,47,DRAFT
NURSING,N,F,32,DRAFT
POLICE,Y,F,26,AUTHORIZED
NURSING,N,F,30,DRAFT
BANKING,N,M,33,DRAFT
TRADER,N,F,39,DRAFT
PHYSIOTHERAPY,N,F,41,DRAFT
SOLDIER,Y,M,29,DRAFT
