OCCUPATION,IF_OCCUPATION_HAZARDOUS,GENDER,AGE,STATE_OF_PROPOSAL
TEACHER,N,M,35,REJECTED
MECHANIC,Y,M,50,REJECTED
SURVEYOR,Y,M,33,REJECTED
ENGINEER,Y,M,40,REJECTED
TEACHER,N,M,58,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
TEACHER,N,M,31,REJECTED
ACCOUNTANT,N,M,51,REJECTED
DRIVINGINSTRUCTOR,Y,M,36,REJECTED
TEACHER,N,M,43,REJECTED
PUBLICSERVANT,N,M,57,REJECTED
SELFEMPLOYED,N,M,40,REJECTED
POLICE,Y,M,38,CONVERTED
TEACHER,N,M,53,CONVERTED
DOCTOR,N,M,39,AUTHORIZED
CASHIER,N,M,33,REJECTED
TEACHER,N,M,36,REJECTED
DRIVINGINSTRUCTOR,Y,M,34,REJECTED
ELECTRICIAN,Y,M,47,REJECTED
TEACHER,N,M,57,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
TEACHER,N,F,35,REJECTED
DRIVINGINSTRUCTOR,Y,M,51,REJECTED
CARPENTER,Y,M,49,REJECTED
BUSINESSMAN/WOMAN,N,F,30,REJECTED
SEAMSTRESS/TAILORING,N,M,42,REJECTED
MECHANIC,Y,M,40,REJECTED
TRADER,N,M,39,REJECTED
TRADER,N,M,38,REJECTED
SECURITYFORCE,Y,F,38,REJECTED
SALESREPRESENTATIVE,N,M,36,REJECTED
TEACHER,N,M,35,REJECTED
CARPENTER,Y,M,36,REJECTED
TEACHER,N,M,34,REJECTED
TEACHER,N,M,59,REJECTED
CIVILSERVANT,N,F,38,REJECTED
NURSING,N,M,49,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
TEACHER,N,M,41,REJECTED
NURSING,N,M,29,REJECTED
NURSING,N,F,34,AUTHORIZED
NURSING,N,F,35,AUTHORIZED
TEACHER,N,F,34,AUTHORIZED
NURSING,N,M,30,REJECTED
SECRETARY,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
PHYSIOTHERAPY,N,F,39,REJECTED
BUSINESSMAN/WOMAN,N,F,37,REJECTED
STUDENT,N,M,31,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
TEACHER,N,F,32,REJECTED
TEACHER,N,M,36,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
PHYSIOTHERAPY,N,M,54,REJECTED
TEACHER,N,F,34,REJECTED
TEACHER,N,F,42,REJECTED
CATERER,Y,F,48,REJECTED
ENGINEER,Y,M,47,REJECTED
NURSING,N,F,41,REJECTED
SECURITYFORCE,Y,M,42,REJECTED
DRIVINGINSTRUCTOR,Y,M,46,REJECTED
TEACHER,N,M,41,REJECTED
BANKING,N,F,39,REJECTED
DRIVINGINSTRUCTOR,Y,M,51,REJECTED
PHYSIOTHERAPY,N,F,43,REJECTED
PHYSIOTHERAPY,N,F,32,REJECTED
SOLDIER,Y,M,42,REJECTED
SALESREPRESENTATIVE,N,M,31,REJECTED
TRADER,N,F,38,REJECTED
SECURITYFORCE,Y,F,36,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
PHYSIOTHERAPY,N,M,57,REJECTED
CARPENTER,Y,M,43,REJECTED
PROJECTMANAGER,Y,M,37,REJECTED
SALESREPRESENTATIVE,N,F,34,REJECTED
SELFEMPLOYED,N,F,41,REJECTED
SECURITYFORCE,Y,M,55,REJECTED
BUSINESSMAN/WOMAN,N,F,46,REJECTED
DRIVINGINSTRUCTOR,Y,M,50,REJECTED
TEACHER,N,F,38,REJECTED
PROCUREMENTOFFICER,N,M,48,REJECTED
BANKING,N,F,41,REJECTED
PHYSIOTHERAPY,N,M,44,REJECTED
PHYSIOTHERAPY,N,M,52,REJECTED
TRADER,N,F,36,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,29,REJECTED
SECURITYFORCE,Y,M,54,REJECTED
TRADER,N,F,38,REJECTED
BUSINESSMAN/WOMAN,N,M,47,REJECTED
TEACHER,N,F,38,REJECTED
AUDITOR,N,F,37,REJECTED
DRIVINGINSTRUCTOR,Y,M,41,REJECTED
LABOURER,Y,M,43,REJECTED
PHYSIOTHERAPY,N,F,40,REJECTED
PHYSIOTHERAPY,N,M,56,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,48,REJECTED
SECURITYFORCE,Y,M,58,REJECTED
CATERER,Y,F,41,REJECTED
PRISONSOFFICER,Y,M,40,REJECTED
SELFEMPLOYED,N,F,36,REJECTED
TEACHER,N,F,39,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
BUSINESSMAN/WOMAN,N,F,37,REJECTED
DRIVINGINSTRUCTOR,Y,M,55,REJECTED
PHYSIOTHERAPY,N,M,47,REJECTED
TEACHER,N,M,40,REJECTED
SECURITYFORCE,Y,M,36,REJECTED
TRADER,N,F,47,REJECTED
PHYSIOTHERAPY,N,M,54,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
DRIVINGINSTRUCTOR,Y,M,47,REJECTED
PHYSIOTHERAPY,N,M,52,REJECTED
SECRETARY,N,F,42,REJECTED
CARPENTER,Y,M,48,REJECTED
DRIVINGINSTRUCTOR,Y,M,48,REJECTED
SELFEMPLOYED,N,F,48,REJECTED
TEACHER,N,F,30,REJECTED
NURSING,N,F,30,AUTHORIZED
NURSING,N,F,30,AUTHORIZED
PHYSIOTHERAPY,N,M,39,REJECTED
PHYSIOTHERAPY,N,F,31,REJECTED
BUSINESSMAN/WOMAN,N,F,39,REJECTED
PROCUREMENTOFFICER,N,M,41,REJECTED
TEACHER,N,M,38,REJECTED
TEACHER,N,F,34,REJECTED
NURSING,N,M,41,REJECTED
HEALTHWORKER,N,F,34,REJECTED
ACCOUNTANT,N,M,40,REJECTED
FASHIONDESIGNER,N,F,33,REJECTED
BANKING,N,M,39,REJECTED
NURSING,N,F,30,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
INSURER,N,M,35,REJECTED
TEACHER,N,M,36,REJECTED
BANKING,N,F,39,REJECTED
NURSING,N,F,31,REJECTED
NURSING,N,M,38,REJECTED
SECURITYFORCE,Y,M,47,REJECTED
NURSING,N,F,34,REJECTED
ACCOUNTANT,N,M,40,REJECTED
TEACHER,N,F,37,REJECTED
POLICE,Y,M,35,REJECTED
SECRETARY,N,F,36,REJECTED
TRADER,N,F,38,REJECTED
PHYSIOTHERAPY,N,F,40,REJECTED
NURSING,N,M,37,REJECTED
NURSING,N,F,29,AUTHORIZED
NURSING,N,M,49,REJECTED
BUSINESSMAN/WOMAN,N,M,38,REJECTED
TEACHER,N,F,35,AUTHORIZED
NURSING,N,F,29,REJECTED
PHYSIOTHERAPY,N,M,47,REJECTED
SECURITYFORCE,Y,M,45,AUTHORIZED
CONSULTANCY,N,F,34,CONVERTED
SECURITYFORCE,Y,M,31,REJECTED
NURSING,N,F,36,REJECTED
NURSING,N,F,36,REJECTED
BUSINESSMAN/WOMAN,N,M,33,REJECTED
TEACHER,N,F,30,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
TEACHER,N,F,43,REJECTED
DRIVINGINSTRUCTOR,Y,M,46,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
BANKING,N,M,34,REJECTED
ACCOUNTANT,N,F,51,REJECTED
NURSING,N,M,33,REJECTED
TEACHER,N,F,38,REJECTED
NURSING,N,M,39,REJECTED
TEACHER,N,F,36,REJECTED
MECHANIC,Y,M,42,REJECTED
TRADER,N,F,47,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
BUSINESSMAN/WOMAN,N,M,36,CONVERTED
STUDENT,N,F,49,REJECTED
SELFEMPLOYED,N,M,42,REJECTED
TEACHER,N,M,37,REJECTED
BUSINESSMAN/WOMAN,N,M,47,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
NURSING,N,F,32,CONVERTED
NURSING,N,M,37,REJECTED
SALESREPRESENTATIVE,N,M,34,REJECTED
NURSING,N,F,44,REJECTED
SALESREPRESENTATIVE,N,M,39,REJECTED
PHYSIOTHERAPY,N,M,46,REJECTED
NURSING,N,M,39,REJECTED
PHYSIOTHERAPY,N,F,46,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
PHYSIOTHERAPY,N,F,42,REJECTED
NURSING,N,F,42,REJECTED
PHYSIOTHERAPY,N,M,42,REJECTED
PHYSIOTHERAPY,N,F,36,REJECTED
NURSING,N,F,34,REJECTED
SECRETARY,N,F,37,REJECTED
NURSING,N,F,37,REJECTED
CASHIER,N,F,35,REJECTED
CASHIER,N,M,41,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
PHYSIOTHERAPY,N,M,61,REJECTED
SALESREPRESENTATIVE,N,M,48,REJECTED
PHYSIOTHERAPY,N,M,55,AUTHORIZED
CLERK,N,M,53,AUTHORIZED
HAIRDRESSER/BEAUTICIAN,N,F,43,REJECTED
ACCOUNTANT,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,42,REJECTED
TEACHER,N,M,45,REJECTED
RECEPTIONIST,N,F,30,REJECTED
PASTORING,N,M,47,REJECTED
ENGINEER,Y,M,45,REJECTED
PHYSIOTHERAPY,N,M,51,REJECTED
NURSING,N,F,36,AUTHORIZED
CLERK,N,M,43,REJECTED
STUDENT,N,M,30,REJECTED
TEACHER,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,39,REJECTED
PHYSIOTHERAPY,N,M,44,REJECTED
DRIVER,N,M,35,REJECTED
DRIVINGINSTRUCTOR,Y,M,42,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
DRIVINGINSTRUCTOR,Y,M,46,REJECTED
SECURITYFORCE,Y,M,47,REJECTED
DRIVINGINSTRUCTOR,Y,M,34,REJECTED
DRAFTMANSHIP,N,M,44,REJECTED
CONSTRUCTIONCOMPANY,Y,M,41,REJECTED
MECHANIC,Y,M,36,REJECTED
SECURITYFORCE,Y,M,41,REJECTED
SALESREPRESENTATIVE,N,F,30,REJECTED
DRIVINGINSTRUCTOR,Y,M,44,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
CARPENTER,Y,M,39,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
FACTORYWORKER,Y,M,39,REJECTED
SELFEMPLOYED,N,M,55,REJECTED
PHYSIOTHERAPY,N,M,45,REJECTED
TEACHER,N,M,39,REJECTED
BUILDINGCONTRACTOR,Y,M,40,REJECTED
FACTORYWORKER,Y,M,34,REJECTED
HEALTHWORKER,N,M,51,REJECTED
TRADER,N,F,31,REJECTED
DRIVINGINSTRUCTOR,Y,M,48,REJECTED
TEACHER,N,M,36,REJECTED
TEACHER,N,M,47,REJECTED
TEACHER,N,F,43,REJECTED
TRADER,N,F,48,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
PHYSIOTHERAPY,N,F,47,REJECTED
DRIVINGINSTRUCTOR,Y,M,40,REJECTED
TEACHER,N,M,36,REJECTED
DRIVINGINSTRUCTOR,Y,M,42,REJECTED
PHYSIOTHERAPY,N,M,41,REJECTED
OTHER,N,M,50,CONVERTED
ACCOUNTANT,N,M,38,REJECTED
REVENUEOFFICER,N,F,29,REJECTED
PHYSIOTHERAPY,N,M,27,REJECTED
SHIPREPAIROFFICER,Y,M,33,REJECTED
PUBLICSERVANT,N,M,42,AUTHORIZED
PHYSIOTHERAPY,N,M,44,CONVERTED
TEACHER,N,F,38,REJECTED
LABTECHNICIAN,Y,M,36,REJECTED
BUSINESSMAN/WOMAN,N,M,44,REJECTED
ENGINEER,Y,M,40,AUTHORIZED
TEACHER,N,M,32,CONVERTED
DRIVINGINSTRUCTOR,Y,M,39,REJECTED
PHYSIOTHERAPY,N,F,30,REJECTED
ACCOUNTANT,N,M,42,REJECTED
DRIVINGINSTRUCTOR,Y,M,41,REJECTED
MARKETINGPERSONEL,N,F,33,REJECTED
ENGINEER,Y,F,37,REJECTED
NURSING,N,F,42,REJECTED
LABTECHNICIAN,Y,M,37,REJECTED
TEACHER,N,M,35,REJECTED
ENGINEER,Y,M,40,REJECTED
BUSINESSMAN/WOMAN,N,F,46,REJECTED
LABTECHNICIAN,Y,M,34,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
SECURITYFORCE,Y,M,40,REJECTED
MASON,Y,M,32,REJECTED
SECURITYFORCE,Y,M,41,REJECTED
ACCOUNTANT,N,F,56,REJECTED
PHYSIOTHERAPY,N,M,52,REJECTED
PHYSIOTHERAPY,N,M,53,REJECTED
BUSINESSMAN/WOMAN,N,F,38,REJECTED
ELECTRICIAN,Y,M,51,REJECTED
PHYSIOTHERAPY,N,M,53,REJECTED
ELECTRICIAN,Y,M,36,REJECTED
BUSINESSMAN/WOMAN,N,M,50,REJECTED
ACCOUNTSCLERK,N,M,41,REJECTED
PHYSIOTHERAPY,N,M,46,REJECTED
CATERER,Y,F,27,REJECTED
CASHIER,N,M,52,REJECTED
TRADER,N,F,40,REJECTED
ADMINISTRATOR,N,M,38,REJECTED
PHYSIOTHERAPY,N,M,47,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
NURSING,N,F,31,REJECTED
BUSINESSMAN/WOMAN,N,F,39,REJECTED
ELECTRICIAN,Y,M,53,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,34,REJECTED
MANAGINGDIRECTOR,N,M,40,REJECTED
ELECTRICIAN,Y,M,42,REJECTED
ELECTRICIAN,Y,M,47,REJECTED
BUSINESSMAN/WOMAN,N,M,40,REJECTED
NURSING,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
ELECTRICIAN,Y,M,40,REJECTED
TEACHER,N,F,39,REJECTED
PHYSIOTHERAPY,N,M,49,REJECTED
TEACHER,N,F,46,REJECTED
BUSINESSMAN/WOMAN,N,F,42,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,40,REJECTED
NURSING,N,F,45,REJECTED
BANKING,N,M,39,REJECTED
LABTECHNICIAN,Y,M,43,REJECTED
ADMINISTRATOR,N,F,43,REJECTED
TEACHER,N,M,32,REJECTED
POLICE,Y,M,41,REJECTED
MARKETINGPERSONEL,N,M,38,REJECTED
DRIVINGINSTRUCTOR,Y,M,46,REJECTED
NURSING,N,F,35,REJECTED
HEALTHWORKER,N,M,37,REJECTED
ACCOUNTANT,N,M,43,REJECTED
ACCOUNTANT,N,M,46,REJECTED
DRIVINGINSTRUCTOR,Y,M,57,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
PHYSIOTHERAPY,N,M,45,REJECTED
PHYSIOTHERAPY,N,F,36,REJECTED
TEACHER,N,M,41,REJECTED
TEACHER,N,F,36,REJECTED
CLERK,N,M,47,REJECTED
TEACHER,N,M,33,REJECTED
TEACHER,N,F,39,REJECTED
SALESREPRESENTATIVE,N,M,42,REJECTED
TRADER,N,M,49,REJECTED
SELFEMPLOYED,N,F,44,REJECTED
PHYSIOTHERAPY,N,M,42,REJECTED
FIREOFFICER,Y,F,50,REJECTED
PHYSIOTHERAPY,N,M,45,REJECTED
SELFEMPLOYED,N,F,41,REJECTED
CLERK,N,F,48,REJECTED
PHYSIOTHERAPY,N,M,48,REJECTED
PHYSIOTHERAPY,N,F,42,REJECTED
ACCOUNTANT,N,F,38,REJECTED
TRADER,N,F,32,REJECTED
TEACHER,N,F,51,REJECTED
TEACHER,N,F,38,REJECTED
TEACHER,N,F,48,REJECTED
TRADER,N,M,41,REJECTED
TEACHER,N,F,42,REJECTED
BUSINESSMAN/WOMAN,N,M,53,REJECTED
FINANCEEXECUTIVE,N,M,54,REJECTED
CIVILSERVANT,N,M,45,REJECTED
INDUSTRIALIST,Y,M,41,REJECTED
SALESREPRESENTATIVE,N,M,35,REJECTED
PASTORING,N,M,39,REJECTED
SELFEMPLOYED,N,F,46,REJECTED
HAIRDRESSER/BEAUTICIAN,N,M,37,REJECTED
POLICE,Y,M,61,REJECTED
BUILDINGCONTRACTOR,Y,M,45,REJECTED
TRADER,N,F,34,REJECTED
PHYSIOTHERAPY,N,M,35,AUTHORIZED
TEACHER,N,M,36,AUTHORIZED
STOREKEEPING,N,F,31,REJECTED
PHYSIOTHERAPY,N,F,35,AUTHORIZED
CARPENTER,Y,M,48,REJECTED
BUSINESSMAN/WOMAN,N,F,41,REJECTED
POLICE,Y,F,33,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
BUSINESSMAN/WOMAN,N,F,34,REJECTED
PHYSIOTHERAPY,N,F,29,REJECTED
ACCOUNTANT,N,M,41,REJECTED
TRADER,N,F,43,REJECTED
TEACHER,N,F,38,REJECTED
ADMINISTRATOR,N,F,38,REJECTED
MECHANIC,Y,M,37,REJECTED
SELFEMPLOYED,N,M,34,REJECTED
DRIVINGINSTRUCTOR,Y,M,41,REJECTED
COOK,Y,M,30,REJECTED
NURSING,N,F,31,REJECTED
CIVILSERVANT,N,M,40,AUTHORIZED
BUSINESSMAN/WOMAN,N,M,41,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
PASTORING,N,M,30,REJECTED
PHYSIOTHERAPY,N,M,54,CONVERTED
SHIPREPAIROFFICER,Y,M,40,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
SALESREPRESENTATIVE,N,M,37,REJECTED
ACCOUNTSCLERK,N,M,30,REJECTED
NURSING,N,M,33,REJECTED
SELFEMPLOYED,N,F,35,REJECTED
BUSINESSMAN/WOMAN,N,M,35,REJECTED
TRADINGCOMPANY,Y,F,40,REJECTED
SELFEMPLOYED,N,M,32,REJECTED
JOURNALIST,Y,M,36,REJECTED
SALESREPRESENTATIVE,N,M,38,REJECTED
COOK,Y,F,40,REJECTED
SEAMSTRESS/TAILORING,N,M,38,REJECTED
PHYSIOTHERAPY,N,F,42,REJECTED
DRIVINGINSTRUCTOR,Y,M,56,AUTHORIZED
PHYSIOTHERAPY,N,M,43,REJECTED
NURSING,N,M,29,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,43,REJECTED
NURSING,N,F,33,REJECTED
BUILDINGCONTRACTOR,Y,M,45,REJECTED
SALESREPRESENTATIVE,N,F,28,REJECTED
TRADER,N,M,38,REJECTED
MANAGINGDIRECTOR,N,M,29,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
TEACHER,N,F,47,REJECTED
BUSINESSMAN/WOMAN,N,M,36,REJECTED
CASHIER,N,M,29,REJECTED
LABTECHNICIAN,Y,M,40,REJECTED
LABTECHNICIAN,Y,M,39,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
BUSINESSMAN/WOMAN,N,M,44,REJECTED
SALESREPRESENTATIVE,N,M,35,REJECTED
SECURITYFORCE,Y,M,30,REJECTED
CONSULTANCY,N,M,36,REJECTED
BUSINESSMAN/WOMAN,N,F,43,REJECTED
NURSING,N,F,37,REJECTED
MARKETINGPERSONEL,N,M,40,REJECTED
SELFEMPLOYED,N,M,37,REJECTED
ACCOUNTANT,N,M,35,REJECTED
TRADER,N,F,45,REJECTED
SECURITYFORCE,Y,M,50,REJECTED
POLICE,Y,M,40,REJECTED
PHYSIOTHERAPY,N,F,37,REJECTED
TRADER,N,F,37,REJECTED
SALESREPRESENTATIVE,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
SELFEMPLOYED,N,M,34,REJECTED
SALESREPRESENTATIVE,N,M,26,REJECTED
TEACHER,N,M,33,REJECTED
TEACHER,N,F,33,REJECTED
SEAMSTRESS/TAILORING,N,F,36,REJECTED
PHYSIOTHERAPY,N,F,41,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
MARKETINGPERSONEL,N,M,37,REJECTED
TEACHER,N,M,42,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
ACCOUNTSCLERK,N,M,35,REJECTED
BUILDINGCONTRACTOR,Y,M,34,REJECTED
LABTECHNICIAN,Y,M,39,REJECTED
PHYSIOTHERAPY,N,F,43,REJECTED
ADMINISTRATOR,N,M,33,REJECTED
SECURITYFORCE,Y,M,40,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
SECRETARY,N,F,42,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
TEACHER,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
PHYSIOTHERAPY,N,M,47,REJECTED
STUDENT,N,M,32,REJECTED
POLICE,Y,F,44,AUTHORIZED
TRADER,N,M,31,REJECTED
NURSING,N,F,33,REJECTED
MANAGINGDIRECTOR,N,F,36,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
TEACHER,N,M,27,REJECTED
NURSING,N,F,35,REJECTED
SELFEMPLOYED,N,M,28,REJECTED
TEACHER,N,M,33,REJECTED
CUSTOMERSERVICEOFFICER,N,M,28,REJECTED
TEACHER,N,M,29,REJECTED
FIREOFFICER,Y,M,52,REJECTED
NURSING,N,F,30,REJECTED
TEACHER,N,F,32,REJECTED
TEACHER,N,M,30,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
NURSING,N,F,32,REJECTED
NURSING,N,F,34,REJECTED
NURSING,N,F,41,REJECTED
TEACHER,N,F,34,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
DRIVINGINSTRUCTOR,Y,M,51,REJECTED
SEAMSTRESS/TAILORING,N,F,35,REJECTED
REVENUEOFFICER,N,F,53,REJECTED
TEACHER,N,M,34,REJECTED
TEACHER,N,F,35,REJECTED
TEACHER,N,M,29,REJECTED
FORESTRY,N,M,43,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
PHYSIOTHERAPY,N,M,43,REJECTED
STUDENT,N,M,33,REJECTED
HEALTHWORKER,N,M,48,REJECTED
NURSING,N,F,30,REJECTED
TEACHER,N,F,33,REJECTED
SELFEMPLOYED,N,F,28,REJECTED
TEACHER,N,F,41,REJECTED
NURSING,N,M,32,REJECTED
NURSING,N,F,29,REJECTED
STUDENT,N,F,36,REJECTED
BUSINESSMAN/WOMAN,N,M,58,REJECTED
STUDENT,N,M,40,REJECTED
NURSING,N,F,31,REJECTED
CARPENTER,Y,M,35,REJECTED
RESEARCHER,N,M,37,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
NURSING,N,M,42,REJECTED
STUDENT,N,M,39,REJECTED
SECURITYFORCE,Y,M,59,REJECTED
SHIPREPAIROFFICER,Y,F,39,REJECTED
TEACHER,N,F,35,REJECTED
BUSINESSMAN/WOMAN,N,M,43,REJECTED
HEALTHWORKER,N,M,51,REJECTED
TEACHER,N,M,30,REJECTED
TEACHER,N,M,37,REJECTED
STUDENT,N,F,27,REJECTED
TEACHER,N,M,31,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
MANAGINGDIRECTOR,N,M,40,REJECTED
SALESREPRESENTATIVE,N,M,28,REJECTED
AUDITOR,N,M,52,REJECTED
HEALTHWORKER,N,M,36,REJECTED
DRIVINGINSTRUCTOR,Y,M,39,REJECTED
TEACHER,N,M,33,REJECTED
STUDENT,N,F,29,REJECTED
TEACHER,N,F,49,REJECTED
TEACHER,N,F,47,REJECTED
RESEARCHER,N,M,31,REJECTED
TEACHER,N,M,57,REJECTED
ACCOUNTANT,N,M,32,REJECTED
TEACHER,N,F,34,REJECTED
ACCOUNTSCLERK,N,M,50,REJECTED
SHOPPINGMALLATTENDANT,N,F,33,REJECTED
COUNSELOR,N,M,35,REJECTED
STUDENT,N,M,32,REJECTED
RECORDSOFFICER,N,F,27,REJECTED
STUDENT,N,M,32,REJECTED
TEACHER,N,F,34,REJECTED
TEACHER,N,M,35,REJECTED
TEACHER,N,M,36,REJECTED
TEACHER,N,M,32,REJECTED
SELFEMPLOYED,N,M,43,REJECTED
TEACHER,N,M,34,REJECTED
TEACHER,N,F,58,REJECTED
TEACHER,N,F,33,REJECTED
NURSING,N,F,33,REJECTED
TEACHER,N,F,36,REJECTED
NURSING,N,M,30,REJECTED
MECHANIC,Y,M,43,REJECTED
PHYSIOTHERAPY,N,F,33,REJECTED
NURSING,N,M,44,REJECTED
ACCOUNTANT,N,M,36,REJECTED
SECRETARY,N,F,29,REJECTED
NURSING,N,M,32,REJECTED
SELFEMPLOYED,N,M,58,REJECTED
SELFEMPLOYED,N,F,40,REJECTED
TEACHER,N,M,38,REJECTED
TEACHER,N,M,35,REJECTED
TEACHER,N,M,37,REJECTED
TEACHER,N,M,41,REJECTED
LABOURER,Y,M,51,REJECTED
SELFEMPLOYED,N,F,42,REJECTED
SALESREPRESENTATIVE,N,M,33,REJECTED
NURSING,N,F,33,REJECTED
BANKING,N,M,35,REJECTED
SECRETARY,N,F,33,REJECTED
PHYSIOTHERAPY,N,F,51,REJECTED
TEACHER,N,F,28,REJECTED
TEACHER,N,M,59,REJECTED
NURSING,N,M,36,REJECTED
POLICE,Y,F,37,REJECTED
PHYSIOTHERAPY,N,F,34,REJECTED
STUDENT,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
SECRETARY,N,F,36,REJECTED
TEACHER,N,M,38,REJECTED
ADMINISTRATOR,N,F,42,REJECTED
NURSING,N,F,37,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
NURSING,N,F,60,REJECTED
BUSINESSMAN/WOMAN,N,M,45,REJECTED
TEACHER,N,M,42,REJECTED
COOK,Y,F,40,REJECTED
SELFEMPLOYED,N,M,44,REJECTED
TEACHER,N,M,49,REJECTED
PHYSIOTHERAPY,N,M,56,REJECTED
CLERK,N,M,51,REJECTED
TRADER,N,F,36,REJECTED
STUDENT,N,F,34,REJECTED
STUDENT,N,F,33,REJECTED
TEACHER,N,M,33,REJECTED
TEACHER,N,F,41,REJECTED
HEALTHWORKER,N,M,36,REJECTED
TEACHER,N,F,31,REJECTED
PHYSIOTHERAPY,N,M,46,REJECTED
PHYSIOTHERAPY,N,M,49,REJECTED
TEACHER,N,F,35,REJECTED
TRADER,N,F,49,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
CIVILIAN,N,M,36,REJECTED
PHYSIOTHERAPY,N,M,42,REJECTED
BUSINESSMAN/WOMAN,N,F,50,REJECTED
DRIVINGINSTRUCTOR,Y,M,48,REJECTED
PHYSIOTHERAPY,N,M,64,REJECTED
NURSING,N,F,30,
CUSTOMERSERVICEOFFICER,N,F,37,REJECTED
ENGINEER,Y,M,38,REJECTED
CASHIER,N,M,43,REJECTED
NURSING,N,F,32,REJECTED
ACCOUNTSCLERK,N,M,44,REJECTED
BUSINESSMAN/WOMAN,N,F,43,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
TEACHER,N,F,41,REJECTED
SECRETARY,N,M,40,REJECTED
BANKING,N,F,35,REJECTED
LECTURER,N,M,46,REJECTED
TEACHER,N,F,37,REJECTED
NURSING,N,F,32,REJECTED
LABTECHNICIAN,Y,M,42,REJECTED
ACCOUNTSCLERK,N,F,35,REJECTED
CIVILENGINEERING,Y,M,50,REJECTED
CATERER,Y,F,54,REJECTED
SHIPREPAIROFFICER,Y,M,43,REJECTED
TEACHER,N,F,41,REJECTED
TEACHER,N,M,58,REJECTED
HEALTHWORKER,N,F,35,REJECTED
SHIPREPAIROFFICER,Y,M,59,REJECTED
PASTORING,N,M,56,REJECTED
SECURITYFORCE,Y,F,38,REJECTED
SHIPREPAIROFFICER,Y,F,34,REJECTED
POLICE,Y,M,39,REJECTED
NURSING,N,F,34,REJECTED
BUSINESSMAN/WOMAN,N,F,38,REJECTED
TEACHER,N,M,36,REJECTED
TEACHER,N,F,40,REJECTED
PHYSIOTHERAPY,N,M,50,AUTHORIZED
